City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Mandal,IN,2020-07-07 21:48:26,25.45,74.57,82.81,74,96,11.48
305,Pitimbu,BR,2020-07-07 21:52:14,-7.47,-34.81,77.0,83,75,6.93
306,Cayambe,EC,2020-07-07 21:52:14,0.05,-78.13,55.81,71,68,1.99
307,Veraval,IN,2020-07-07 21:52:14,20.9,70.37,83.01,81,52,17.96
308,Bogandinskiy,RU,2020-07-07 21:52:14,56.89,65.89,64.4,88,0,2.24
309,Labuhan,ID,2020-07-07 21:52:14,-6.88,112.21,75.78,86,3,6.15
310,Tiksi,RU,2020-07-07 21:52:14,71.69,128.87,34.79,95,100,4.88
311,Besikduzu,TR,2020-07-07 21:52:15,41.05,39.23,80.6,69,75,4.59
312,Itaituba,BR,2020-07-07 21:52:15,-4.28,-55.98,91.4,49,20,0.58
313,Aykhal,RU,2020-07-07 21:52:15,66.0,111.5,46.4,93,90,6.71
314,Shenjiamen,CN,2020-07-07 21:52:15,29.96,122.3,75.88,91,93,2.59
315,Cidreira,BR,2020-07-07 21:49:14,-30.18,-50.21,59.23,94,100,21.9
316,Luderitz,NA,2020-07-07 21:52:15,-26.65,15.16,57.2,71,0,9.17
317,Khandyga,RU,2020-07-07 21:52:15,62.67,135.6,60.49,70,94,2.13
318,Shu,KZ,2020-07-07 21:52:15,43.6,73.76,68.07,44,0,5.73
319,Santa Helena De Goias,BR,2020-07-07 21:52:15,-17.81,-50.6,72.99,42,0,2.46
320,Kununurra,AU,2020-07-07 21:52:16,-15.77,128.73,51.8,34,13,9.15
321,Richards Bay,ZA,2020-07-07 21:52:16,-28.78,32.04,65.66,66,48,11.74
322,Langfang,CN,2020-07-07 21:52:16,39.51,116.69,75.0,79,0,1.99
323,Te Anau,NZ,2020-07-07 21:52:06,-45.42,167.72,35.24,89,90,0.92
324,Kuah,MY,2020-07-07 21:52:16,6.33,99.84,77.0,94,20,4.23
325,Helena,US,2020-07-07 21:50:55,46.59,-112.04,75.99,31,1,20.8
326,Liberty,US,2020-07-07 21:52:16,31.83,-81.5,80.6,88,75,3.36
327,Villa Carlos Paz,AR,2020-07-07 21:52:16,-31.42,-64.5,48.99,61,76,3.36
328,Hamilton,US,2020-07-07 21:48:43,39.18,-84.53,90.0,55,1,8.05
329,Suntar,RU,2020-07-07 21:52:17,62.14,117.63,58.46,65,0,5.55
330,Buala,SB,2020-07-07 21:52:17,-8.14,159.59,82.92,77,48,8.05
331,Penzance,GB,2020-07-07 21:52:17,50.12,-5.54,61.0,93,90,9.17
332,Newport,GB,2020-07-07 21:50:56,51.59,-3.0,60.01,95,100,3.0
333,Adrar,MR,2020-07-07 21:52:17,20.5,-10.07,98.37,9,13,5.95
334,Shimoda,JP,2020-07-07 21:52:17,34.67,138.95,73.0,89,99,1.01
335,Nikolayevka,RU,2020-07-07 21:52:17,53.13,47.2,73.04,59,0,6.26
336,Talnakh,RU,2020-07-07 21:51:42,69.49,88.4,50.0,87,0,4.47
337,Arenapolis,BR,2020-07-07 21:52:17,-14.45,-56.85,79.75,37,0,4.18
338,Gurlan,UZ,2020-07-07 21:52:18,41.84,60.39,78.8,53,0,4.7
339,Khamgaon,IN,2020-07-07 21:52:18,20.68,76.57,78.37,78,98,10.56
340,Port Blair,IN,2020-07-07 21:52:18,11.67,92.75,80.96,79,100,9.75
341,Sept-Iles,CA,2020-07-07 21:50:28,50.2,-66.38,64.4,77,75,12.75
342,Kulhudhuffushi,MV,2020-07-07 21:52:18,6.62,73.07,82.71,73,44,6.42
343,Bud,US,2020-07-07 21:52:18,39.45,-86.18,89.01,60,13,4.59
344,Antsohihy,MG,2020-07-07 21:52:18,-14.88,47.99,76.17,66,19,9.46
345,Manaure,CO,2020-07-07 21:52:18,11.78,-72.44,85.08,68,74,23.49
346,Faanui,PF,2020-07-07 21:52:18,-16.48,-151.75,77.7,82,14,22.21
347,Lorengau,PG,2020-07-07 21:52:16,-2.02,147.27,82.94,79,83,10.85
348,Asfi,MA,2020-07-07 21:51:00,32.3,-9.24,74.71,63,0,9.55
349,Albertville,US,2020-07-07 21:51:11,34.27,-86.21,87.8,52,1,3.4
350,Dingle,PH,2020-07-07 21:51:47,11.0,122.67,77.76,89,92,6.46
351,Sheregesh,RU,2020-07-07 21:52:19,52.92,87.99,55.22,97,89,3.06
352,Caravelas,BR,2020-07-07 21:52:19,-17.71,-39.25,70.52,80,0,5.7
353,Vallenar,CL,2020-07-07 21:52:19,-28.57,-70.76,57.72,50,0,5.53
354,Texarkana,US,2020-07-07 21:50:02,33.43,-94.05,82.4,69,20,8.05
355,Doka,SD,2020-07-07 21:52:19,13.52,35.77,75.97,80,100,6.89
356,Williams Lake,CA,2020-07-07 21:52:20,52.14,-122.14,59.0,67,75,9.17
357,Tual,ID,2020-07-07 21:52:20,-5.67,132.75,79.79,83,92,20.87
358,Sindor,RU,2020-07-07 21:52:20,62.86,51.89,68.02,81,11,5.35
359,Rehoboth,NA,2020-07-07 21:49:57,-23.32,17.08,44.42,57,0,2.64
360,Atkarsk,RU,2020-07-07 21:52:20,51.87,45.01,75.78,50,22,10.04
361,Puerto Gaitan,CO,2020-07-07 21:52:20,4.31,-72.08,81.72,74,97,4.07
362,Victor Harbor,AU,2020-07-07 21:51:42,-35.57,138.62,46.0,92,0,1.01
363,Sambava,MG,2020-07-07 21:52:20,-14.27,50.17,73.11,91,96,14.0
364,Lompoc,US,2020-07-07 21:47:52,34.64,-120.46,68.0,60,0,17.22
365,Badtasan,PH,2020-07-07 21:52:21,6.0,124.61,77.88,75,91,4.41
366,Yaounde,CM,2020-07-07 21:51:07,3.87,11.52,71.6,94,20,2.24
367,Baillif,GP,2020-07-07 21:52:21,16.02,-61.75,82.4,83,97,10.29
368,Hofn,IS,2020-07-07 21:52:21,64.25,-15.21,52.38,76,4,5.44
369,Petropavlovsk-Kamchatskiy,RU,2020-07-07 21:50:57,53.05,158.65,57.2,100,90,6.71
370,Atar,MR,2020-07-07 21:52:21,20.52,-13.05,98.6,21,28,12.26
371,Griffith,US,2020-07-07 21:52:22,41.53,-87.42,90.0,62,20,5.82
372,Mizdah,LY,2020-07-07 21:52:22,31.45,12.98,69.12,55,0,2.13
373,Nanortalik,GL,2020-07-07 21:52:22,60.14,-45.24,41.76,88,100,8.08
374,Herran,CO,2020-07-07 21:52:22,7.51,-72.48,87.8,45,75,10.29
375,Havre-Saint-Pierre,CA,2020-07-07 21:52:22,50.23,-63.6,66.2,68,1,10.29
376,Alta Floresta,BR,2020-07-07 21:52:22,-9.88,-56.09,78.96,46,0,4.07
377,Dharchula,IN,2020-07-07 21:52:23,29.85,80.53,68.94,76,100,2.13
378,Tyrma,RU,2020-07-07 21:52:23,50.08,132.17,58.98,83,99,3.11
379,Kastamonu,TR,2020-07-07 21:52:23,41.5,33.67,63.7,78,0,4.94
380,Mehamn,NO,2020-07-07 21:52:23,71.04,27.85,51.8,76,75,9.17
381,Lyaskelya,RU,2020-07-07 21:52:23,61.77,31.02,55.22,85,99,4.92
382,San Quintin,MX,2020-07-07 21:52:23,30.48,-115.95,75.83,56,1,15.26
383,Ust-Maya,RU,2020-07-07 21:52:23,60.42,134.53,60.55,84,96,0.54
384,Shenzhen,CN,2020-07-07 21:50:55,22.55,114.07,84.0,97,100,10.36
385,Ilulissat,GL,2020-07-07 21:51:57,69.22,-51.1,42.8,75,83,3.36
386,Lakes Entrance,AU,2020-07-07 21:52:24,-37.88,147.98,35.01,96,1,5.55
387,Neyshabur,IR,2020-07-07 21:52:24,36.21,58.8,69.48,24,0,4.18
388,Santa Isabel Do Rio Negro,BR,2020-07-07 21:52:24,-0.41,-65.02,79.38,86,33,1.25
389,Lumberton,US,2020-07-07 21:47:36,34.62,-79.01,78.8,94,75,5.82
390,Bathsheba,BB,2020-07-07 21:52:24,13.22,-59.52,86.0,70,40,9.17
391,Hienghene,NC,2020-07-07 21:52:24,-20.68,164.93,70.9,62,3,5.39
392,Gravelbourg,CA,2020-07-07 21:52:24,49.88,-106.55,82.36,42,99,15.1
393,Nizwa,OM,2020-07-07 21:50:36,22.93,57.53,91.85,38,0,3.31
394,Vanimo,PG,2020-07-07 21:52:25,-2.67,141.3,80.02,73,89,5.39
395,Bardiyah,LY,2020-07-07 21:52:25,31.76,25.09,73.92,87,0,11.86
396,Mount Gambier,AU,2020-07-07 21:52:25,-37.83,140.77,42.8,93,90,4.27
397,Auki,SB,2020-07-07 21:52:25,-8.77,160.7,82.33,76,63,3.27
398,Tilichiki,RU,2020-07-07 21:52:09,60.47,166.1,54.57,76,92,7.63
399,Zhanaozen,KZ,2020-07-07 21:52:25,43.3,52.8,87.03,19,37,7.7
400,Ocala,US,2020-07-07 21:48:19,29.19,-82.14,87.8,66,1,12.75
401,Geraldton,AU,2020-07-07 21:52:04,-28.77,114.6,53.6,87,62,10.29
402,Erzincan,TR,2020-07-07 21:52:26,39.75,39.5,71.6,53,40,4.63
403,Avera,US,2020-07-07 21:52:26,33.19,-82.53,82.99,81,90,4.7
404,Skibbereen,IE,2020-07-07 21:52:26,51.55,-9.27,57.2,100,75,8.05
405,Acarau,BR,2020-07-07 21:52:26,-2.89,-40.12,77.88,75,3,10.56
406,Kruisfontein,ZA,2020-07-07 21:52:26,-34.0,24.73,47.21,84,0,5.41
407,Uribia,CO,2020-07-07 21:52:27,11.71,-72.27,90.73,51,44,17.87
408,Oussouye,SN,2020-07-07 21:52:27,12.48,-16.55,84.2,74,40,4.7
409,Ornskoldsvik,SE,2020-07-07 21:52:27,63.29,18.72,51.8,87,90,4.7
410,Hovd,MN,2020-07-07 21:52:27,48.01,91.64,59.23,65,100,5.48
411,Mandera,KE,2020-07-07 21:52:27,3.94,41.87,81.03,55,80,17.36
412,Bend,US,2020-07-07 21:52:27,44.06,-121.32,66.0,44,5,4.0
413,Jalu,LY,2020-07-07 21:52:28,29.03,21.55,75.96,58,0,11.41
414,Belmonte,BR,2020-07-07 21:52:28,-15.86,-38.88,75.2,64,40,4.7
415,Kyra,RU,2020-07-07 21:52:28,49.58,111.98,59.22,86,82,4.61
416,Zwedru,LR,2020-07-07 21:52:28,6.07,-8.13,71.78,92,86,3.87
417,Klaksvik,FO,2020-07-07 21:52:28,62.23,-6.59,48.2,93,54,9.17
418,Dali,CN,2020-07-07 21:52:28,25.7,100.18,63.21,85,100,4.34
419,Vostok,RU,2020-07-07 21:51:39,46.49,135.88,58.77,100,98,1.01
420,Bairiki,KI,2020-07-07 21:52:28,1.33,172.98,86.0,74,75,8.05
421,Xining,CN,2020-07-07 21:52:29,36.62,101.77,59.36,58,71,2.19
422,Namibe,AO,2020-07-07 21:52:29,-15.2,12.15,66.13,73,0,3.04
423,Kotdwara,IN,2020-07-07 21:52:29,29.75,78.53,77.04,81,100,5.68
424,Daru,PG,2020-07-07 21:52:29,-9.08,143.21,76.66,85,93,18.5
425,Los Lunas,US,2020-07-07 21:52:29,34.81,-106.73,98.01,8,1,6.93
426,Attingal,IN,2020-07-07 21:52:29,8.68,76.83,80.6,78,40,1.12
427,Monrovia,LR,2020-07-07 21:52:29,6.3,-10.8,78.8,88,75,7.36
428,Olinda,BR,2020-07-07 21:52:29,-8.01,-34.86,77.0,78,75,8.05
429,Seguin,US,2020-07-07 21:52:30,29.57,-97.96,98.6,39,20,13.87
430,Freetown,SL,2020-07-07 21:52:30,8.48,-13.23,77.52,87,66,7.65
431,Tazovskiy,RU,2020-07-07 21:52:30,67.47,78.7,56.68,89,84,10.4
432,Tiznit,MA,2020-07-07 21:52:30,29.58,-9.5,85.26,26,21,1.3
433,Okhotsk,RU,2020-07-07 21:52:30,59.38,143.3,49.33,87,100,1.25
434,Lotoshino,RU,2020-07-07 21:52:30,56.23,35.64,63.66,97,100,8.14
435,Kalabo,ZM,2020-07-07 21:52:30,-14.97,22.68,51.96,44,0,3.62
436,Tateyama,JP,2020-07-07 21:52:31,34.98,139.87,78.01,100,94,10.0
437,Port-Gentil,GA,2020-07-07 21:52:31,-0.72,8.78,77.0,88,40,6.93
438,Kandrian,PG,2020-07-07 21:52:31,-6.22,149.55,76.42,92,100,12.28
439,Freeport,US,2020-07-07 21:47:57,40.66,-73.58,78.01,83,90,10.29
440,Awjilah,LY,2020-07-07 21:52:31,29.11,21.29,75.24,61,0,10.58
441,Clyde River,CA,2020-07-07 21:52:31,70.47,-68.59,39.2,93,90,11.41
442,Kokopo,PG,2020-07-07 21:52:31,-4.35,152.26,80.85,75,3,7.65
443,Gat,IL,2020-07-07 21:52:31,31.61,34.76,79.0,74,0,3.0
444,Nemuro,JP,2020-07-07 21:52:31,43.32,145.57,60.46,98,100,7.43
445,Ailigandi,PA,2020-07-07 21:52:32,9.23,-78.02,83.43,80,44,10.89
446,Emerald,AU,2020-07-07 21:52:32,-23.53,148.17,51.8,62,75,9.17
447,Caconda,AO,2020-07-07 21:52:32,-13.73,15.07,50.13,43,0,5.12
448,Acapulco,MX,2020-07-07 21:52:32,16.86,-99.89,75.2,100,90,11.41
449,College,US,2020-07-07 21:49:01,64.86,-147.8,73.0,49,75,8.05
450,Caucaia,BR,2020-07-07 21:48:01,-3.74,-38.65,82.4,65,20,5.82
451,Tura,IN,2020-07-07 21:51:41,25.52,90.22,75.15,95,97,6.78
452,Haines Junction,CA,2020-07-07 21:52:33,60.75,-137.51,58.66,54,100,5.46
453,Manggar,ID,2020-07-07 21:52:33,-2.88,108.27,80.46,86,100,11.41
454,Llanes,ES,2020-07-07 21:52:33,43.42,-4.75,66.99,78,1,12.28
455,Hinton,CA,2020-07-07 21:52:33,53.4,-117.59,62.06,74,100,4.34
456,Ponta Pora,BR,2020-07-07 21:52:33,-22.54,-55.73,68.0,88,100,9.17
457,Saint-Philippe,RE,2020-07-07 21:52:33,-21.36,55.77,71.6,100,75,16.11
458,Maarianhamina,AX,2020-07-07 21:52:33,60.1,19.93,55.4,76,3,3.36
459,Olafsvik,IS,2020-07-07 21:52:34,64.89,-23.71,48.67,76,89,11.52
460,Yerofey Pavlovich,RU,2020-07-07 21:52:34,53.97,121.97,61.56,57,5,2.42
461,Manavalakurichi,IN,2020-07-07 21:52:34,8.13,77.3,80.6,78,40,1.12
462,Altay,CN,2020-07-07 21:52:34,47.87,88.12,54.68,66,10,3.44
463,Nyurba,RU,2020-07-07 21:52:34,63.28,118.33,56.21,67,2,6.38
464,Fortuna,US,2020-07-07 21:51:12,40.6,-124.16,66.99,72,75,14.99
465,Terme,TR,2020-07-07 21:52:35,41.21,36.97,75.2,88,40,2.24
466,Petropavlovka,RU,2020-07-07 21:52:35,50.61,105.32,61.0,84,49,4.12
467,Monte Azul Paulista,BR,2020-07-07 21:52:35,-20.91,-48.64,69.94,48,0,5.26
468,Pangnirtung,CA,2020-07-07 21:52:35,66.15,-65.71,42.8,93,90,11.41
469,Tomatlan,MX,2020-07-07 21:52:35,19.93,-105.25,91.2,47,100,7.23
470,Sao Gabriel Da Cachoeira,BR,2020-07-07 21:52:35,-0.13,-67.09,80.49,82,32,2.01
471,Honningsvag,NO,2020-07-07 21:52:35,70.98,25.97,51.8,76,75,9.17
472,Ahuimanu,US,2020-07-07 21:52:35,21.44,-157.84,84.2,61,75,17.22
473,Plainfield,US,2020-07-07 21:52:36,40.62,-74.42,82.99,78,90,10.29
474,Verkhnevilyuysk,RU,2020-07-07 21:52:26,63.45,120.32,58.03,69,34,3.67
475,Rovaniemi,FI,2020-07-07 21:52:36,66.5,25.72,53.6,87,1,3.36
476,Maneadero,MX,2020-07-07 21:52:36,31.72,-116.57,81.0,37,6,7.0
477,Bandhi,PK,2020-07-07 21:52:36,26.59,68.3,94.01,35,96,2.26
478,Conde,BR,2020-07-07 21:52:36,-7.26,-34.91,77.0,83,75,6.93
479,Boende,CD,2020-07-07 21:52:36,-0.22,20.87,72.55,82,32,0.87
480,Kaeo,NZ,2020-07-07 21:52:36,-35.1,173.78,52.0,3,9,11.99
481,Port Hardy,CA,2020-07-07 21:52:36,50.7,-127.42,60.8,72,75,9.17
482,Hakui,JP,2020-07-07 21:52:37,36.88,136.78,71.01,99,100,4.97
483,Guerrero Negro,MX,2020-07-07 21:52:37,27.98,-114.06,83.71,37,18,16.06
484,Marsh Harbour,BS,2020-07-07 21:52:37,26.54,-77.06,84.7,71,100,4.52
485,Vieste,IT,2020-07-07 21:52:37,41.88,16.18,69.8,64,5,11.41
486,Saint-Augustin,CA,2020-07-07 21:52:22,51.23,-58.65,65.21,61,91,12.88
487,Saldanha,ZA,2020-07-07 21:52:37,-33.01,17.94,46.4,81,0,5.82
488,Huarmey,PE,2020-07-07 21:52:37,-10.07,-78.15,65.89,72,10,12.35
489,Mpanda,TZ,2020-07-07 21:52:38,-6.37,31.04,63.03,56,0,2.77
490,Flin Flon,CA,2020-07-07 21:52:38,54.77,-101.86,77.0,41,75,8.05
491,Ruwi,OM,2020-07-07 21:52:38,23.6,58.55,87.8,89,36,9.17
492,Jodhpur,IN,2020-07-07 21:52:38,26.29,73.03,89.56,56,61,11.74
493,Megion,RU,2020-07-07 21:52:38,61.03,76.11,64.4,93,66,2.24
494,Pisco,PE,2020-07-07 21:52:15,-13.7,-76.22,68.0,72,0,19.46
495,Cuiluan,CN,2020-07-07 21:52:38,47.72,128.65,59.43,87,87,3.24
496,Quatre Cocos,MU,2020-07-07 21:52:38,-20.21,57.76,71.6,94,75,11.41
497,Salinopolis,BR,2020-07-07 21:52:38,-0.61,-47.36,79.36,79,97,7.0
498,Jega,NG,2020-07-07 21:52:39,12.22,4.38,86.43,57,61,15.57
499,Urumqi,CN,2020-07-07 21:52:39,43.8,87.6,68.0,56,0,8.95
500,Vuktyl,RU,2020-07-07 21:52:39,63.86,57.31,69.76,75,5,7.16
501,Kushima,JP,2020-07-07 21:52:39,31.46,131.23,77.0,94,75,4.7
502,Mehriz,IR,2020-07-07 21:52:39,31.59,54.43,87.8,18,40,9.17
503,Ciudad Real,ES,2020-07-07 21:52:39,39.0,-4.0,88.0,17,0,3.36
504,Swarzedz,PL,2020-07-07 21:52:39,52.41,17.09,60.01,58,89,4.7
505,Komsomolskiy,UZ,2020-07-07 21:52:39,40.43,71.72,73.4,40,1,6.93
506,Sinnamary,GF,2020-07-07 21:52:40,5.38,-52.95,79.12,79,18,5.26
507,Paveh,IR,2020-07-07 21:52:40,35.04,46.36,68.86,30,33,3.67
508,Uvat,RU,2020-07-07 21:52:40,59.14,68.9,63.91,75,47,1.52
509,Tecoanapa,MX,2020-07-07 21:52:40,16.52,-98.75,81.36,81,83,12.64
510,Gazimurskiy Zavod,RU,2020-07-07 21:52:40,51.55,118.33,61.45,52,8,3.53
511,Tangshan,CN,2020-07-07 21:52:40,39.63,118.18,70.97,70,0,2.66
512,Roma,US,2020-07-07 21:52:40,43.21,-75.46,87.8,48,40,11.41
513,Severo-Yeniseyskiy,RU,2020-07-07 21:52:40,60.37,93.04,53.69,96,93,4.94
514,Dunedin,NZ,2020-07-07 21:52:41,-45.87,170.5,41.0,84,46,4.0
515,Moirang,IN,2020-07-07 21:52:41,24.5,93.77,71.24,92,99,1.7
516,General Roca,AR,2020-07-07 21:52:41,-39.03,-67.58,44.6,81,75,6.93
517,Roblin,CA,2020-07-07 21:52:41,51.23,-101.36,75.4,68,34,11.39
518,Maldonado,UY,2020-07-07 21:52:41,-34.67,-54.92,48.99,76,40,10.29
519,Jamundi,CO,2020-07-07 21:52:41,3.26,-76.53,77.0,69,40,9.17
520,Puerto Baquerizo Moreno,EC,2020-07-07 21:52:41,-0.9,-89.6,67.64,88,83,13.11
521,Taltal,CL,2020-07-07 21:52:41,-25.4,-70.48,56.17,74,0,3.53
522,Sao Filipe,CV,2020-07-07 21:52:42,14.9,-24.5,75.6,82,38,3.29
523,Ucluelet,CA,2020-07-07 21:52:42,48.93,-125.55,64.0,72,75,10.29
524,Temanggung,ID,2020-07-07 21:52:42,-7.32,110.18,68.07,91,69,5.57
525,Kozan,TR,2020-07-07 21:52:42,37.46,35.82,80.01,94,40,2.24
526,Kargil,IN,2020-07-07 21:52:42,34.57,76.1,54.07,56,1,8.01
527,Mago,RU,2020-07-07 21:52:42,53.25,140.18,54.52,92,100,4.5
528,Changde,CN,2020-07-07 21:52:42,29.05,111.68,74.3,98,100,3.47
529,Ponta Delgada,PT,2020-07-07 21:52:43,37.73,-25.67,66.2,77,20,13.87
530,Finschhafen,PG,2020-07-07 21:52:43,-6.6,147.87,78.8,80,99,8.03
531,Kidodi,TZ,2020-07-07 21:52:43,-7.6,37.0,68.0,67,51,1.1
532,Ketchikan,US,2020-07-07 21:52:43,55.34,-131.65,62.6,72,40,8.05
533,Anito,PH,2020-07-07 21:52:43,12.45,125.29,80.37,86,93,4.16
534,Tumut,AU,2020-07-07 21:51:43,-35.3,148.22,41.61,81,3,3.2
535,Kholodnyy,RU,2020-07-07 21:52:43,62.72,147.95,60.26,55,100,10.13
536,Puerto Penasco,MX,2020-07-07 21:52:43,31.32,-113.53,87.01,72,0,11.99
537,Sovetskiy,RU,2020-07-07 21:52:44,61.36,63.58,68.72,74,0,4.72
538,Verkhnyaya Inta,RU,2020-07-07 21:52:44,65.98,60.31,61.29,81,74,6.55
539,Tezu,IN,2020-07-07 21:52:44,27.92,96.17,76.24,85,100,3.24
540,Amuntai,ID,2020-07-07 21:52:44,-2.42,115.25,73.27,97,99,1.05
541,Bodden Town,KY,2020-07-07 21:52:44,19.28,-81.25,87.8,79,40,9.17
542,White Rock,CA,2020-07-07 21:52:17,49.02,-122.8,66.99,66,63,11.01
543,Vila Velha,BR,2020-07-07 21:52:26,-20.33,-40.29,73.4,88,20,13.87
544,Srednekolymsk,RU,2020-07-07 21:52:44,67.45,153.68,56.01,75,92,5.99
545,Sterling,US,2020-07-07 21:48:04,39.01,-77.43,90.0,62,75,6.93
546,Alice Springs,AU,2020-07-07 21:52:45,-23.7,133.88,33.8,80,0,5.82
547,Gubkinskiy,RU,2020-07-07 21:52:45,64.43,76.5,69.01,73,100,17.31
548,Mazatlan,MX,2020-07-07 21:52:45,23.22,-106.42,91.4,55,75,8.05
549,Agadir,MA,2020-07-07 21:52:45,30.42,-9.6,73.4,83,0,6.93
550,Roald,NO,2020-07-07 21:52:45,62.58,6.13,50.0,81,93,6.93
551,Zabid,YE,2020-07-07 21:52:45,14.2,43.32,90.21,51,100,8.3
552,Urdoma,RU,2020-07-07 21:52:46,61.75,48.54,67.62,88,10,5.88
553,Sirsilla,IN,2020-07-07 21:52:46,18.38,78.83,77.68,83,80,10.16
554,Kendari,ID,2020-07-07 21:52:46,-3.94,122.5,73.04,94,96,3.27
555,Santa Cruz,BO,2020-07-07 21:48:08,-17.8,-63.17,57.2,100,90,3.36
556,Kapit,MY,2020-07-07 21:52:46,2.02,112.93,73.11,95,94,0.69
557,Ugoofaaru,MV,2020-07-07 21:52:46,5.67,73.0,83.34,68,50,4.21
558,Sterlibashevo,RU,2020-07-07 21:52:46,53.44,55.26,65.82,92,0,4.5
559,Bam,IR,2020-07-07 21:52:46,29.11,58.36,80.24,23,7,4.38
560,Voh,NC,2020-07-07 21:52:47,-20.97,164.7,71.08,64,1,5.86
561,La Palma,US,2020-07-07 21:52:47,33.85,-118.05,89.01,48,1,10.29
562,Panaba,MX,2020-07-07 21:52:47,21.28,-88.27,85.84,76,60,14.56
563,Kerouane,GN,2020-07-07 21:52:47,9.27,-9.02,71.92,93,81,3.09
